tconst	titleType	primaryTitle	originalTitle	isAdult	startYear	endYear	runtimeMinutes	genres
tt4513678	movie	Ghostbusters: Afterlife	Ghostbusters: Afterlife	0.0	2021.0		124	Adventure,Comedy,Fantasy
tt1077258	movie	Planet Terror	Planet Terror	0.0	2007.0		105	Action,Comedy,Horror
tt15791034	movie	Barbarian	Barbarian	0.0	2022.0		102	Horror,Mystery,Thriller
tt0431308	movie	P.S. I Love You	P.S. I Love You	0.0	2007.0		126	Comedy,Drama,Romance
tt1155056	movie	I Love You, Man	I Love You, Man	0.0	2009.0		105	Comedy,Romance
tt1340800	movie	Tinker Tailor Soldier Spy	Tinker Tailor Soldier Spy	0.0	2011.0		127	Drama,Mystery,Thriller
tt0418763	movie	Jarhead	Jarhead	0.0	2005.0		125	Biography,Drama,War
tt0111282	movie	Stargate	Stargate	0.0	1994.0		116	Action,Adventure,Sci-Fi
tt0366551	movie	Harold & Kumar Go to White Castle	Harold & Kumar Go to White Castle	0.0	2004.0		88	Adventure,Comedy
tt0183790	movie	A Knight's Tale	A Knight's Tale	0.0	2001.0		132	Action,Adventure,Drama
tt5715874	movie	The Killing of a Sacred Deer	The Killing of a Sacred Deer	0.0	2017.0		121	Drama,Horror,Mystery
tt5848272	movie	Ralph Breaks the Internet	Ralph Breaks the Internet	0.0	2018.0		112	Adventure,Animation,Comedy
tt9639470	movie	Last Night in Soho	Last Night in Soho	0.0	2021.0		116	Drama,Horror,Mystery
tt0101272	movie	The Addams Family	The Addams Family	0.0	1991.0		99	Comedy,Fantasy
tt0117008	movie	Matilda	Matilda	0.0	1996.0		98	Comedy,Family,Fantasy
tt4178092	movie	The Gift	The Gift	0.0	2015.0		108	Drama,Mystery,Thriller
tt0116583	movie	The Hunchback of Notre Dame	The Hunchback of Notre Dame	0.0	1996.0		91	Animation,Drama,Family
tt6166392	movie	Wonka	Wonka	0.0	2023.0		116	Adventure,Comedy,Family
tt0105793	movie	Wayne's World	Wayne's World	0.0	1992.0		94	Comedy,Music
tt7740496	movie	Nightmare Alley	Nightmare Alley	0.0	2021.0		150	Crime,Drama,Thriller
tt1563738	movie	One Day	One Day	0.0	2011.0		107	Drama,Romance
tt1462758	movie	Buried	Buried	0.0	2010.0		95	Drama,Mystery,Thriller
tt0822832	movie	Marley & Me	Marley & Me	0.0	2008.0		115	Drama,Family
tt0424136	movie	Hard Candy	Hard Candy	0.0	2005.0		104	Drama,Thriller
tt5439796	movie	Logan Lucky	Logan Lucky	0.0	2017.0		118	Action,Comedy,Crime
tt11291274	movie	The Unbearable Weight of Massive Talent	The Unbearable Weight of Massive Talent	0.0	2022.0		107	Action,Comedy,Crime
tt1600196	movie	The Drop	The Drop	0.0	2014.0		106	Crime,Drama,Mystery
tt28015403	movie	Heretic	Heretic	0.0	2024.0		111	Horror,Thriller
tt1714206	movie	The Spectacular Now	The Spectacular Now	0.0	2013.0		95	Drama,Romance
tt12263384	movie	Extraction II	Extraction 2	0.0	2023.0		122	Action,Crime,Thriller
tt7959026	movie	The Mule	The Mule	0.0	2018.0		116	Crime,Drama,Thriller
tt0307987	movie	Bad Santa	Bad Santa	0.0	2003.0		92	Comedy,Crime,Drama
tt16426418	movie	Challengers	Challengers	0.0	2024.0		131	Comedy,Drama,Romance
tt1389137	movie	We Bought a Zoo	We Bought a Zoo	0.0	2011.0		124	Comedy,Drama,Family
tt1019452	movie	A Serious Man	A Serious Man	0.0	2009.0		106	Comedy,Drama
tt0091203	movie	Highlander	Highlander	0.0	1986.0		116	Action,Adventure,Fantasy
tt0472033	movie	9	9	0.0	2009.0		79	Action,Adventure,Animation
tt1100089	movie	Foxcatcher	Foxcatcher	0.0	2014.0		134	Biography,Drama,History
tt15789038	movie	Elemental	Elemental	0.0	2023.0		101	Adventure,Animation,Comedy
tt4062536	movie	Green Room	Green Room	0.0	2015.0		95	Crime,Horror,Music
tt1259528	movie	Den of Thieves	Den of Thieves	0.0	2018.0		140	Action,Crime,Drama
tt1172570	movie	Bronson	Bronson	0.0	2008.0		92	Action,Crime,Drama
tt18925334	movie	Pearl	Pearl	0.0	2022.0		103	Drama,Horror,Thriller
tt0842926	movie	The Kids Are All Right	The Kids Are All Right	0.0	2010.0		106	Comedy,Drama,Romance
tt0431197	movie	The Kingdom	The Kingdom	0.0	2007.0		110	Action,Drama,Thriller
tt3846674	movie	To All the Boys I've Loved Before	To All the Boys I've Loved Before	0.0	2018.0		99	Comedy,Drama,Romance
tt1135503	movie	Julie & Julia	Julie & Julia	0.0	2009.0		123	Biography,Drama,Romance
tt0113749	movie	Mallrats	Mallrats	0.0	1995.0		94	Comedy,Romance
tt0088128	movie	Sixteen Candles	Sixteen Candles	0.0	1984.0		93	Comedy,Romance
tt14966898	movie	Late Night with the Devil	Late Night with the Devil	0.0	2023.0		93	Horror
tt1615160	movie	The Foreigner	The Foreigner	0.0	2017.0		113	Action,Crime,Thriller
tt0472062	movie	Charlie Wilson's War	Charlie Wilson's War	0.0	2007.0		102	Biography,Comedy,Drama
tt6048922	movie	Greyhound	Greyhound	0.0	2020.0		91	Drama,History,War
tt1172049	movie	Demolition	Demolition	0.0	2015.0		101	Comedy,Drama
tt0110478	movie	Maverick	Maverick	0.0	1994.0		127	Action,Adventure,Comedy
tt0076752	movie	The Spy Who Loved Me	The Spy Who Loved Me	0.0	1977.0		125	Action,Adventure,Thriller
tt0405296	movie	A Scanner Darkly	A Scanner Darkly	0.0	2006.0		100	Animation,Comedy,Crime
tt1450321	movie	Filth	Filth	0.0	2013.0		97	Action,Comedy,Crime
tt0106611	movie	Cool Runnings	Cool Runnings	0.0	1993.0		98	Adventure,Comedy,Family
tt0120889	movie	What Dreams May Come	What Dreams May Come	0.0	1998.0		113	Drama,Fantasy,Romance
tt0102266	movie	The Last Boy Scout	The Last Boy Scout	0.0	1991.0		105	Action,Comedy,Crime
tt0247745	movie	Super Troopers	Super Troopers	0.0	2001.0		100	Comedy,Crime,Mystery
tt1029234	movie	Martyrs	Martyrs	0.0	2008.0		99	Horror
tt1623288	movie	ParaNorman	ParaNorman	0.0	2012.0		92	Adventure,Animation,Comedy
tt0120902	movie	The X Files	The X Files	0.0	1998.0		121	Drama,Mystery,Sci-Fi
tt0118887	movie	Cop Land	Cop Land	0.0	1997.0		105	Crime,Drama,Thriller
tt0342258	movie	Unleashed	Unleashed	0.0	2005.0		103	Action,Crime,Thriller
tt0311289	movie	Holes	Holes	0.0	2003.0		117	Adventure,Comedy,Drama
tt27403986	movie	Juror #2	Juror #2	0.0	2024.0		114	Crime,Drama,Mystery
tt0086066	movie	The Outsiders	The Outsiders	0.0	1983.0		91	Crime,Drama
tt0120780	movie	Out of Sight	Out of Sight	0.0	1998.0		123	Comedy,Crime,Drama
tt1126590	movie	Big Eyes	Big Eyes	0.0	2014.0		106	Biography,Crime,Drama
tt0119099	movie	Fallen	Fallen	0.0	1998.0		124	Action,Crime,Drama
tt0914863	movie	Unthinkable	Unthinkable	0.0	2010.0		97	Crime,Drama,Thriller
tt0090863	movie	The Color of Money	The Color of Money	0.0	1986.0		119	Drama,Sport
tt0285742	movie	Monster's Ball	Monster's Ball	0.0	2001.0		111	Drama,Romance
tt0270288	movie	Confessions of a Dangerous Mind	Confessions of a Dangerous Mind	0.0	2002.0		113	Biography,Comedy,Crime
tt0152930	movie	Taxi	Taxi	0.0	1998.0		89	Action,Comedy,Crime
tt2726560	movie	The Longest Ride	The Longest Ride	0.0	2015.0		123	Drama,Romance
tt6513120	movie	Fighting with My Family	Fighting with My Family	0.0	2019.0		108	Biography,Comedy,Drama
tt2990140	movie	The Christmas Chronicles	The Christmas Chronicles	0.0	2018.0		104	Adventure,Comedy,Family
tt0113540	movie	Kids	Kids	0.0	1995.0		91	Drama
tt0089175	movie	Fright Night	Fright Night	0.0	1985.0		106	Horror
tt0087803	movie	1984	Nineteen Eighty-Four	0.0	1984.0		113	Drama,Sci-Fi
tt1840417	movie	The Words	The Words	0.0	2012.0		102	Drama,Mystery,Romance
tt1355631	movie	The Infiltrator	The Infiltrator	0.0	2016.0		127	Biography,Crime,Drama
tt0119051	movie	The Edge	The Edge	0.0	1997.0		117	Action,Adventure,Drama
tt0493430	movie	Jackass Number Two	Jackass Number Two	0.0	2006.0		92	Action,Comedy,Documentary
tt0139809	movie	The Thirteenth Floor	The Thirteenth Floor	0.0	1999.0		100	Mystery,Sci-Fi,Thriller
tt3007512	movie	The Water Diviner	The Water Diviner	0.0	2014.0		111	Drama,History,War
tt8912936	movie	DC League of Super-Pets	DC League of Super-Pets	0.0	2022.0		105	Action,Adventure,Animation
tt0445990	movie	Invincible	Invincible	0.0	2006.0		105	Biography,Drama,Sport
tt0103241	movie	What About Bob?	What About Bob?	0.0	1991.0		99	Comedy
tt0117887	movie	That Thing You Do!	That Thing You Do!	0.0	1996.0		108	Comedy,Drama,Music
tt0237534	movie	Brotherhood of the Wolf	Le pacte des loups	0.0	2001.0		142	Action,Adventure,Drama
tt0070723	movie	Soylent Green	Soylent Green	0.0	1973.0		97	Crime,Mystery,Sci-Fi
tt1116184	movie	Jackass 3D	Jackass 3D	0.0	2010.0		94	Action,Comedy,Documentary
tt0379217	movie	Coffee and Cigarettes	Coffee and Cigarettes	0.0	2003.0		95	Comedy,Drama,Music
tt2910904	movie	The Dressmaker	The Dressmaker	0.0	2015.0		119	Comedy,Drama
tt12735488	movie	Kalki 2898 AD	Kalki 2898-AD	0.0	2024.0		180	Action,Adventure,Drama
tt2390361	movie	Enough Said	Enough Said	0.0	2013.0		93	Comedy,Drama,Romance
tt1987680	movie	The Upside	The Upside	0.0	2017.0		126	Comedy,Drama
tt0416508	movie	Becoming Jane	Becoming Jane	0.0	2007.0		120	Biography,Drama,Romance
tt1990314	movie	Robot & Frank	Robot & Frank	0.0	2012.0		89	Comedy,Crime,Drama
tt0118771	movie	Breakdown	Breakdown	0.0	1997.0		93	Action,Crime,Drama
tt1439572	movie	Perfect Sense	Perfect Sense	0.0	2011.0		92	Drama,Romance,Sci-Fi
tt1270262	movie	The Devil's Double	The Devil's Double	0.0	2011.0		109	Biography,Drama,Thriller
tt0401997	movie	Breach	Breach	0.0	2007.0		110	Biography,Crime,Drama
tt2888046	movie	Ip Man 3	Yip Man 3	0.0	2015.0		105	Action,Biography,Crime
tt9288046	movie	The Sea Beast	The Sea Beast	0.0	2022.0		115	Action,Adventure,Animation
tt0094812	movie	Bull Durham	Bull Durham	0.0	1988.0		108	Comedy,Romance,Sport
tt0076729	movie	Smokey and the Bandit	Smokey and the Bandit	0.0	1977.0		96	Action,Adventure,Comedy
tt0057413	movie	The Pink Panther	The Pink Panther	0.0	1963.0		115	Comedy,Crime,Romance
tt4005402	movie	Colonia	Colonia	0.0	2015.0		110	Biography,Drama,History
tt10172266	movie	Red, White & Royal Blue	Red, White & Royal Blue	0.0	2023.0		118	Comedy,Romance
tt0800325	movie	The Dirt	The Dirt	0.0	2019.0		107	Biography,Comedy,Drama
tt11161474	movie	Pieces of a Woman	Pieces of a Woman	0.0	2020.0		126	Drama
tt0181984	movie	Boiler Room	Boiler Room	0.0	2000.0		120	Crime,Drama,Thriller
tt27131358	movie	We Live in Time	We Live in Time	0.0	2024.0		108	Drama,Romance
tt1176740	movie	Away We Go	Away We Go	0.0	2009.0		98	Comedy,Drama,Romance
tt22375054	movie	Strange Darling	Strange Darling	0.0	2023.0		97	Horror,Thriller
tt0107050	movie	Grumpy Old Men	Grumpy Old Men	0.0	1993.0		103	Comedy,Drama,Romance
tt0088172	movie	Starman	Starman	0.0	1984.0		115	Romance,Sci-Fi
tt1596346	movie	Soul Surfer	Soul Surfer	0.0	2011.0		112	Biography,Drama,Family
tt0107131	movie	Homeward Bound: The Incredible Journey	Homeward Bound: The Incredible Journey	0.0	1993.0		84	Adventure,Comedy,Drama
tt1416801	movie	Kill the Irishman	Kill the Irishman	0.0	2011.0		106	Action,Biography,Crime
tt0062803	movie	Chitty Chitty Bang Bang	Chitty Chitty Bang Bang	0.0	1968.0		144	Adventure,Family,Fantasy
tt1596345	movie	Pawn Sacrifice	Pawn Sacrifice	0.0	2014.0		115	Biography,Drama,History
tt0929425	movie	Gomorrah	Gomorra	0.0	2008.0		137	Crime,Drama
tt4176826	movie	Look Who's Back	Er ist wieder da	0.0	2015.0		116	Comedy,Drama,Fantasy
tt0362269	movie	Kinsey	Kinsey	0.0	2004.0		118	Biography,Drama,Romance
tt2452042	movie	The Peanuts Movie	The Peanuts Movie	0.0	2015.0		88	Adventure,Animation,Comedy
tt0440803	movie	Shutter	Shutter	0.0	2004.0		97	Horror,Mystery,Thriller
tt6212478	movie	American Animals	American Animals	0.0	2018.0		116	Biography,Crime,Drama
tt0103759	movie	Bad Lieutenant	Bad Lieutenant	0.0	1992.0		96	Crime,Drama,Thriller
tt0072308	movie	The Towering Inferno	The Towering Inferno	0.0	1974.0		165	Action,Drama,Thriller
tt0473308	movie	Waitress	Waitress	0.0	2007.0		108	Comedy,Drama,Romance
tt2076220	movie	Holy Motors	Holy Motors	0.0	2012.0		115	Drama,Fantasy
tt0458339	movie	Captain America: The First Avenger	Captain America: The First Avenger	0.0	2011.0		124	Action,Adventure,Sci-Fi
tt1228705	movie	Iron Man 2	Iron Man 2	0.0	2010.0		124	Action,Sci-Fi
tt0948470	movie	The Amazing Spider-Man	The Amazing Spider-Man	0.0	2012.0		136	Action,Sci-Fi
tt0369610	movie	Jurassic World	Jurassic World	0.0	2015.0		124	Action,Adventure,Sci-Fi
tt2527336	movie	Star Wars: Episode VIII - The Last Jedi	Star Wars: Episode VIII - The Last Jedi	0.0	2017.0		152	Action,Adventure,Fantasy
tt1637725	movie	Ted	Ted	0.0	2012.0		106	Comedy
tt1663662	movie	Pacific Rim	Pacific Rim	0.0	2013.0		131	Action,Adventure,Sci-Fi
tt9419884	movie	Doctor Strange in the Multiverse of Madness	Doctor Strange in the Multiverse of Madness	0.0	2022.0		126	Action,Adventure,Fantasy
tt1499658	movie	Horrible Bosses	Horrible Bosses	0.0	2011.0		98	Comedy,Crime
tt0351283	movie	Madagascar	Madagascar	0.0	2005.0		86	Adventure,Animation,Comedy
tt0363771	movie	The Chronicles of Narnia: The Lion, the Witch and the Wardrobe	The Chronicles of Narnia: The Lion, the Witch and the Wardrobe	0.0	2005.0		143	Adventure,Family,Fantasy
tt0104431	movie	Home Alone 2: Lost in New York	Home Alone 2: Lost in New York	0.0	1992.0		120	Adventure,Comedy,Crime
tt1587310	movie	Maleficent	Maleficent	0.0	2014.0		97	Action,Adventure,Drama
tt0317919	movie	Mission: Impossible III	Mission: Impossible III	0.0	2006.0		126	Action,Adventure,Thriller
tt3778644	movie	Solo: A Star Wars Story	Solo: A Star Wars Story	0.0	2018.0		135	Action,Adventure,Sci-Fi
tt0478311	movie	Knocked Up	Knocked Up	0.0	2007.0		129	Comedy,Romance
tt0496806	movie	Ocean's Thirteen	Ocean's Thirteen	0.0	2007.0		122	Crime,Thriller
tt0368891	movie	National Treasure	National Treasure	0.0	2004.0		131	Action,Adventure,Mystery
tt0910936	movie	Pineapple Express	Pineapple Express	0.0	2008.0		111	Action,Comedy,Crime
tt0167190	movie	Hellboy	Hellboy	0.0	2004.0		122	Action,Adventure,Fantasy
tt0119528	movie	Liar Liar	Liar Liar	0.0	1997.0		86	Comedy,Fantasy
tt0109040	movie	Ace Ventura: Pet Detective	Ace Ventura: Pet Detective	0.0	1994.0		86	Comedy
tt0838283	movie	Step Brothers	Step Brothers	0.0	2008.0		98	Comedy
tt0118880	movie	Con Air	Con Air	0.0	1997.0		115	Action,Crime,Thriller
tt0463854	movie	28 Weeks Later	28 Weeks Later	0.0	2007.0		99	Horror,Sci-Fi
tt1152836	movie	Public Enemies	Public Enemies	0.0	2009.0		140	Biography,Crime,Drama
tt1213663	movie	The World's End	The World's End	0.0	2013.0		109	Action,Comedy,Sci-Fi
tt6139732	movie	Aladdin	Aladdin	0.0	2019.0		128	Adventure,Comedy,Family
tt0259711	movie	Vanilla Sky	Vanilla Sky	0.0	2001.0		136	Fantasy,Mystery,Romance
tt2024469	movie	Non-Stop	Non-Stop	0.0	2014.0		106	Action,Mystery,Thriller
tt1080016	movie	Ice Age: Dawn of the Dinosaurs	Ice Age: Dawn of the Dinosaurs	0.0	2009.0		94	Adventure,Animation,Comedy
tt1092026	movie	Paul	Paul	0.0	2011.0		104	Adventure,Comedy,Sci-Fi
tt0844471	movie	Cloudy with a Chance of Meatballs	Cloudy with a Chance of Meatballs	0.0	2009.0		90	Adventure,Animation,Comedy
tt0479884	movie	Crank	Crank	0.0	2006.0		88	Action,Crime,Thriller
tt2704998	movie	Game Night	Game Night	0.0	2018.0		100	Action,Adventure,Comedy
tt0112697	movie	Clueless	Clueless	0.0	1995.0		97	Comedy,Romance
tt1436562	movie	Rio	Rio	0.0	2011.0		96	Adventure,Animation,Comedy
tt1959563	movie	The Hitman's Bodyguard	The Hitman's Bodyguard	0.0	2017.0		118	Action,Comedy,Crime
tt2404435	movie	The Magnificent Seven	The Magnificent Seven	0.0	2016.0		132	Action,Adventure,Drama
tt0089927	movie	Rocky IV	Rocky IV	0.0	1985.0		91	Drama,Sport
tt7144666	movie	The Black Phone	The Black Phone	0.0	2021.0		103	Horror,Mystery,Thriller
tt2316411	movie	Enemy	Enemy	0.0	2013.0		91	Drama,Mystery,Thriller
tt0084602	movie	Rocky III	Rocky III	0.0	1982.0		99	Drama,Sport
tt0102798	movie	Robin Hood: Prince of Thieves	Robin Hood: Prince of Thieves	0.0	1991.0		143	Action,Adventure,Drama
tt3569230	movie	Legend	Legend	0.0	2015.0		132	Biography,Crime,Drama
tt3104988	movie	Crazy Rich Asians	Crazy Rich Asians	0.0	2018.0		120	Comedy,Drama,Romance
tt1661199	movie	Cinderella	Cinderella	0.0	2015.0		105	Adventure,Drama,Family
tt0082198	movie	Conan the Barbarian	Conan the Barbarian	0.0	1982.0		129	Adventure,Fantasy
tt0120888	movie	The Wedding Singer	The Wedding Singer	0.0	1998.0		97	Comedy,Music,Romance
tt8097030	movie	Turning Red	Turning Red	0.0	2022.0		100	Adventure,Animation,Comedy
tt0107120	movie	Hocus Pocus	Hocus Pocus	0.0	1993.0		96	Comedy,Family,Fantasy
tt1390411	movie	In the Heart of the Sea	In the Heart of the Sea	0.0	2015.0		122	Action,Adventure,Biography
tt0106918	movie	The Firm	The Firm	0.0	1993.0		154	Drama,Mystery,Thriller
tt2222042	movie	Love and Monsters	Love and Monsters	0.0	2020.0		109	Action,Adventure,Comedy
tt0093177	movie	Hellraiser	Hellraiser	0.0	1987.0		94	Horror,Thriller
tt0096928	movie	Bill & Ted's Excellent Adventure	Bill & Ted's Excellent Adventure	0.0	1989.0		90	Adventure,Comedy,Music
tt0230011	movie	Atlantis: The Lost Empire	Atlantis: The Lost Empire	0.0	2001.0		95	Action,Adventure,Animation
tt1187064	movie	Triangle	Triangle	0.0	2009.0		99	Fantasy,Mystery,Sci-Fi
tt0112431	movie	Babe	Babe	0.0	1995.0		91	Comedy,Drama,Family
tt4034354	movie	Swiss Army Man	Swiss Army Man	0.0	2016.0		97	Comedy,Drama,Fantasy
tt0365737	movie	Syriana	Syriana	0.0	2005.0		128	Drama,Thriller
tt1937390	movie	Nymphomaniac: Vol. I	Nymphomaniac: Vol. I	0.0	2013.0		117	Drama
tt1862079	movie	Safety Not Guaranteed	Safety Not Guaranteed	0.0	2012.0		86	Adventure,Comedy,Drama
tt0059800	movie	Thunderball	Thunderball	0.0	1965.0		130	Action,Adventure,Thriller
tt0328880	movie	Brother Bear	Brother Bear	0.0	2003.0		85	Adventure,Animation,Comedy
tt0182789	movie	Bicentennial Man	Bicentennial Man	0.0	1999.0		132	Drama,Romance,Sci-Fi
tt0146838	movie	Any Given Sunday	Any Given Sunday	0.0	1999.0		162	Drama,Sport
tt0102510	movie	The Naked Gun 2½: The Smell of Fear	The Naked Gun 2½: The Smell of Fear	0.0	1991.0		85	Comedy,Crime
tt0096061	movie	Scrooged	Scrooged	0.0	1988.0		101	Comedy,Drama,Fantasy
tt1067583	movie	Water for Elephants	Water for Elephants	0.0	2011.0		120	Drama,Romance
tt1142977	movie	Frankenweenie	Frankenweenie	0.0	2012.0		87	Animation,Comedy,Drama
tt26584495	movie	Companion	Companion	0.0	2025.0		97	Sci-Fi,Thriller
tt1924429	movie	Trance	Trance	0.0	2013.0		101	Crime,Drama,Mystery
tt0138749	movie	The Road to El Dorado	The Road to El Dorado	0.0	2000.0		89	Adventure,Animation,Comedy
tt1567609	movie	Get the Gringo	Get the Gringo	0.0	2012.0		96	Action,Drama,Thriller
tt0109444	movie	Clear and Present Danger	Clear and Present Danger	0.0	1994.0		141	Action,Crime,Drama
tt0426883	movie	Alpha Dog	Alpha Dog	0.0	2006.0		122	Biography,Crime,Drama
tt1860242	movie	The Highwaymen	The Highwaymen	0.0	2019.0		132	Biography,Crime,Drama
tt0088011	movie	Romancing the Stone	Romancing the Stone	0.0	1984.0		106	Action,Adventure,Comedy
tt0093010	movie	Fatal Attraction	Fatal Attraction	0.0	1987.0		119	Drama,Thriller
tt0477302	movie	Extremely Loud & Incredibly Close	Extremely Loud & Incredibly Close	0.0	2011.0		129	Adventure,Drama,Mystery
tt3420504	movie	Finch	Finch	0.0	2021.0		115	Adventure,Drama,Sci-Fi
tt15354916	movie	Jawan	Jawan	0.0	2023.0		169	Action,Crime,Drama
tt0274812	movie	Secretary	Secretary	0.0	2002.0		107	Comedy,Drama,Romance
tt0155267	movie	The Thomas Crown Affair	The Thomas Crown Affair	0.0	1999.0		113	Crime,Romance,Thriller
tt0401445	movie	A Good Year	A Good Year	0.0	2006.0		117	Comedy,Drama,Romance
tt1549572	movie	Another Earth	Another Earth	0.0	2011.0		92	Drama,Mystery,Romance
tt0406816	movie	The Guardian	The Guardian	0.0	2006.0		139	Adventure,Drama
tt11003218	movie	Pig	Pig	0.0	2021.0		92	Drama,Mystery
tt14846026	movie	Sisu	Sisu	0.0	2022.0		91	Action,Thriller,War
tt0116778	movie	Kingpin	Kingpin	0.0	1996.0		114	Comedy,Sport
tt0113161	movie	Get Shorty	Get Shorty	0.0	1995.0		105	Comedy,Crime,Thriller
tt0102492	movie	My Girl	My Girl	0.0	1991.0		102	Comedy,Drama,Family
tt4954522	movie	Raw	Grave	0.0	2016.0		99	Drama,Horror
tt5688932	movie	Sorry to Bother You	Sorry to Bother You	0.0	2018.0		112	Comedy,Drama,Fantasy
tt0456554	movie	Grandma's Boy	Grandma's Boy	0.0	2006.0		94	Comedy
tt0164181	movie	Stir of Echoes	Stir of Echoes	0.0	1999.0		99	Horror,Mystery,Thriller
tt1655420	movie	My Week with Marilyn	My Week with Marilyn	0.0	2011.0		99	Biography,Drama
tt0083511	movie	48 Hrs.	48 Hrs.	0.0	1982.0		96	Action,Comedy,Crime
tt1219342	movie	Legend of the Guardians: The Owls of Ga'Hoole	Legend of the Guardians: The Owls of Ga'Hoole	0.0	2010.0		97	Action,Adventure,Animation
tt0864761	movie	The Duchess	The Duchess	0.0	2008.0		110	Biography,Drama,History
tt0272020	movie	The Last Castle	The Last Castle	0.0	2001.0		131	Action,Drama,Thriller
tt0115734	movie	Bottle Rocket	Bottle Rocket	0.0	1996.0		91	Comedy,Crime,Drama
tt8359848	movie	Climax	Climax	0.0	2018.0		97	Drama,Horror,Music
tt2017038	movie	All Is Lost	All Is Lost	0.0	2013.0		106	Action,Adventure,Drama
tt6679794	movie	Outlaw King	Outlaw King	0.0	2018.0		121	Action,Biography,Drama
tt0335119	movie	Girl with a Pearl Earring	Girl with a Pearl Earring	0.0	2003.0		100	Biography,Drama,Romance
tt1605717	movie	Frank	Frank	0.0	2014.0		95	Comedy,Drama,Music
tt1740707	movie	Troll Hunter	Trolljegeren	0.0	2010.0		103	Drama,Fantasy,Thriller
tt2937898	movie	A Most Violent Year	A Most Violent Year	0.0	2014.0		125	Crime,Drama,Thriller
tt8093700	movie	The Woman King	The Woman King	0.0	2022.0		135	Action,Drama,History
tt0163988	movie	Bringing Out the Dead	Bringing Out the Dead	0.0	1999.0		121	Drama,Thriller
tt24268454	movie	The Kerala Story	The Kerala Story	0.0	2023.0		138	Drama
tt4971344	movie	The Sisters Brothers	The Sisters Brothers	0.0	2018.0		122	Drama,Western
tt0076618	movie	The Rescuers	The Rescuers	0.0	1977.0		77	Adventure,Animation,Comedy
tt0093693	movie	Overboard	Overboard	0.0	1987.0		112	Comedy,Romance
tt0081633	movie	Time Bandits	Time Bandits	0.0	1981.0		110	Adventure,Comedy,Fantasy
tt1172233	movie	Whip It	Whip It	0.0	2009.0		111	Drama,Sport
tt0228786	movie	The Crimson Rivers	Les rivières pourpres	0.0	2000.0		106	Crime,Mystery,Thriller
tt0462200	movie	Black Snake Moan	Black Snake Moan	0.0	2006.0		116	Drama,Music
tt0423977	movie	Charlie Bartlett	Charlie Bartlett	0.0	2007.0		97	Comedy,Drama,Romance
tt0113198	movie	A Goofy Movie	A Goofy Movie	0.0	1995.0		78	Adventure,Animation,Comedy
tt1124037	movie	Free State of Jones	Free State of Jones	0.0	2016.0		139	Action,Biography,Drama
tt5710514	movie	I Don't Feel at Home in This World Anymore	I Don't Feel at Home in This World Anymore	0.0	2017.0		93	Comedy,Crime,Drama
tt18259086	movie	Sonic the Hedgehog 3	Sonic the Hedgehog 3	0.0	2024.0		110	Action,Adventure,Comedy
tt0070909	movie	Westworld	Westworld	0.0	1973.0		88	Action,Drama,Sci-Fi
tt5610554	movie	Tully	Tully	0.0	2018.0		95	Comedy,Drama,Mystery
tt0102494	movie	My Own Private Idaho	My Own Private Idaho	0.0	1991.0		104	Drama
tt2937696	movie	Everybody Wants Some!!	Everybody Wants Some!!	0.0	2016.0		117	Comedy
tt0296042	movie	Ichi the Killer	Koroshiya 1	0.0	2001.0		129	Action,Crime,Drama
tt0427470	movie	The Lookout	The Lookout	0.0	2007.0		99	Crime,Drama,Thriller
tt0090633	movie	An American Tail	An American Tail	0.0	1986.0		80	Adventure,Animation,Comedy
tt0988047	movie	Traitor	Traitor	0.0	2008.0		114	Action,Crime,Drama
tt0324554	movie	Wicker Park	Wicker Park	0.0	2004.0		114	Drama,Mystery,Romance
tt0089155	movie	Fletch	Fletch	0.0	1985.0		98	Comedy,Crime,Mystery
tt10514222	movie	Ma Rainey's Black Bottom	Ma Rainey's Black Bottom	0.0	2020.0		94	Drama,Music
tt0268995	movie	The Majestic	The Majestic	0.0	2001.0		152	Drama,Romance
tt6491178	movie	Dragged Across Concrete	Dragged Across Concrete	0.0	2018.0		159	Action,Crime,Drama
tt0102511	movie	Naked Lunch	Naked Lunch	0.0	1991.0		115	Drama,Mystery
tt0106673	movie	Dave	Dave	0.0	1993.0		110	Comedy,Romance
tt2850386	movie	The Croods: A New Age	The Croods: A New Age	0.0	2020.0		95	Adventure,Animation,Comedy
tt5536736	movie	The Meyerowitz Stories	The Meyerowitz Stories (New and Selected)	0.0	2017.0		112	Comedy,Drama
tt1403177	movie	Hesher	Hesher	0.0	2010.0		106	Comedy,Drama
tt1967545	movie	Labor Day	Labor Day	0.0	2013.0		111	Crime,Drama,Romance
tt0091059	movie	Flight of the Navigator	Flight of the Navigator	0.0	1986.0		90	Adventure,Comedy,Family
tt0089457	movie	Ladyhawke	Ladyhawke	0.0	1985.0		121	Adventure,Comedy,Drama
tt0124718	movie	He Got Game	He Got Game	0.0	1998.0		136	Drama,Sport
tt0281686	movie	Bubba Ho-Tep	Bubba Ho-Tep	0.0	2002.0		92	Comedy,Fantasy,Horror
tt16300962	movie	When Evil Lurks	Cuando acecha la maldad	0.0	2023.0		99	Horror
tt0935075	movie	Rabbit Hole	Rabbit Hole	0.0	2010.0		91	Drama
tt0092513	movie	Adventures in Babysitting	Adventures in Babysitting	0.0	1987.0		102	Adventure,Comedy,Crime
